reviewerId,text,rate,publishedAtDate,isLocalGuide,placeId
106237540376123295634,Cukup bagus,5,2024-04-18T07:48:31.509Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
109801672478609358142,Capucino one shoot tp rasanya kemanisan,1,2024-04-18T03:09:53.599Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
118226024674102935757,The coffee not strong enough. Too much aditional water,4,2024-04-17T23:29:43.979Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
117808394202087457130,,4,2024-04-07T14:33:27.847Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
111261458390164530595,,4,2024-04-06T15:42:53.802Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
113740709212146832774,,4,2024-04-06T06:47:22.695Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
111323384838317102205,,5,2024-04-05T15:43:33.083Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
116291889216495441219,,1,2024-04-04T10:45:24.515Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
104758863579987012905,pelayanan kurang ramah. lama proses pembuatan nya,1,2024-04-04T10:39:28.603Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
106088034175292092105,,5,2024-03-30T18:41:13.394Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
111599593478228757024,,5,2024-03-21T22:21:28.966Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
109122937362264217397,,5,2024-03-20T11:55:39.781Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
109657125427808803759,,4,2024-03-15T15:07:28.857Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
109738829203588501752,,5,2024-03-11T07:39:51.052Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
108960589355359048828,,5,2024-03-06T11:52:04.317Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
106081414852202965044,,5,2024-02-25T09:48:18.502Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
103361964446081935537,"Mbak2 yg kebetulan shift di tgl 22/02/24 malem, tolong pelayanan ke customer lebih diperhatikan, kalo tidak punya bekal gmn melayani customer minta pelatihan ke manajemen,",1,2024-02-22T19:27:17.808Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
106992860391621708320,,5,2024-02-14T10:25:54.943Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
101842255060058099228,,4,2024-02-04T10:21:47.075Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
105431551517002679254,,4,2024-01-31T12:16:14.460Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
106207307066477521687,,5,2024-01-31T11:19:49.289Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
111633517965911324962,,4,2024-01-14T14:08:34.369Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
109623146279595115755,"Minuman dan rotinya enak, harga cocok untuk mahasiswa, cocok untuk ngopi pagi sambil bengong lihatin banyak mahasiswa lalu lalang, kalian cobain deh ngopi di sini waktu pagi-pagi",5,2024-01-10T04:00:14.938Z,TRUE,ChIJu6CAsySV1i0RO4xpcDW5DSs
118132130671915592470,Setengah 10 sudah gak bisa order ya ?,1,2024-01-05T14:53:00.942Z,FALSE,ChIJu6CAsySV1i0RO4xpcDW5DSs
